,Advanced Playmaker,Anchor Man,Attacking Fullback,Balanced Fullback,Ball Playing CB,Ball Winning Midfielder,Box to Box Midfielder,Complete Forward,Conservative,Creative Winger,Deep Playmaker,Defensive Fullback,Defensive Winger,Direct Winger,Enforcer,False 10,Holding Midfielder,Libero,Playmaker,Poacher,Positional Midfielder,Second Striker,Shot Stopper,Stopper,Sweeper,Sweeper Keeper,Target Man,Wide Playmaker,Wide Supporter
Deep Playmaker,13.828604855220824,14.540124939932726,15.667316979563118,14.721985450076318,14.83750413926865,14.633067182016985,14.161578205730391,11.297180043383948,2.5948196114708604,15.409657426956345,15.622159090909092,12.38824344079403,12.23181818181818,10.53709232242438,9.610151122885183,11.275690999291283,12.850505199498487,19.867198302196215,30.142279257916027,7.305135951661632,15.484038861901457,18.408172429277055,2.026134507492366,8.516177017478617,11.706912059779976,3.5952726518764253,8.39392544868845,11.722599325960033,10.821477742083525
Defensive Fullback,10.475169037071579,9.628340993151026,2.7159097672757575,4.143615404400589,9.661320402834763,9.165195790024189,10.401470608871364,8.022609482662933,3.6967866776122906,11.266922746319974,12.38824344079403,2.3717175466270763,10.057442838193305,9.389126213592233,6.3844131328793905,8.299404742329068,8.351247211518961,10.681904472625105,12.13783457551779,7.67811472415053,10.838217813665615,10.486398097220157,2.78226634714139,5.8207378718909535,7.919300429043985,4.203783762344822,8.180713128038898,9.774378135451505,7.440415745773849
Defensive Winger,11.938982135625253,7.9966055369423374,10.754716981132075,11.826836937237612,4.580991937454191,9.44591500349145,12.180486528904002,10.415087065475808,2.1757252417472492,11.380129931864998,12.23181818181818,10.057442838193305,7.354989792242104,7.652509435025066,4.426138008020837,9.92393049061344,9.951404228463238,4.939024390243903,13.87546799786058,10.086124401913876,8.74675940562757,11.658759233679659,2.6573114594528824,3.9934340931615457,4.722777177001045,3.862435267560749,10.645626072041166,9.325035063113605,7.35483870967742
Direct Winger,11.479181369089625,7.015710741937909,11.003351955307263,10.640566081653555,4.149924896733008,8.359800311730558,10.919020838074184,11.286383504184714,2.3306540480974913,9.800537681033735,10.53709232242438,9.389126213592233,7.652509435025066,7.723395026026605,3.4114403859407307,9.511734131359269,7.848276731144855,5.94208384593546,12.162508909479687,8.505894240485013,7.6213896092282924,10.582375007687103,3.466585147909514,3.1812654618642293,3.6674265034192657,3.760184785643577,9.481438321957716,9.733124018838303,7.066326530612244
Enforcer,4.981654261452983,8.375693384100968,7.066617079633676,7.639479598506487,11.11897037706749,7.01809220412334,5.729428455614106,3.4927370863729026,5.445181645246602,4.454190300890275,9.610151122885183,6.3844131328793905,4.426138008020837,3.4114403859407307,8.094149772936392,3.941745799853908,5.205191160996142,16.32138517618469,7.231038893363021,3.1756049705689997,8.571428571428571,5.290681953382727,4.493798151871851,8.435131012816719,10.620585267406659,6.954983922829583,3.7506727199966883,4.1926513778666505,3.239539557829344
False 10,12.393760086067777,7.880970432145565,9.113241461953265,9.816807132598033,5.359342915811088,8.641985320952111,8.506640293868324,10.319891867537732,3.130175554819477,11.08710033076075,11.275690999291283,8.299404742329068,9.92393049061344,9.511734131359269,3.941745799853908,10.8584686774942,10.530554239696826,6.151419558359622,13.454451077082794,10.467079347214407,10.09051094890511,13.70242214532872,3.3614028135526053,4.322093023255814,5.42250485018323,4.338879416779353,11.564505707516691,10.051751113250692,8.564908722109534
Holding Midfielder,13.243773896868863,9.13462944014033,10.749019381633595,9.849154496541122,7.433490840831121,8.952620413294571,8.309880352170968,9.430209035738368,1.928948913681738,10.851013857355358,12.850505199498487,8.351247211518961,9.951404228463238,7.848276731144855,5.205191160996142,10.530554239696826,9.52550078136099,9.04964221824687,10.726505474452555,7.732767069585104,11.6692367000771,13.30510525042342,2.1673771595243436,4.8517823639774855,6.052914829346203,2.4391691394658754,7.399982336836527,10.400387287845996,8.002147179387077
Libero,7.655954631379962,11.833719936515688,13.30542354304606,12.293436293436292,16.77789421432905,14.567762269248087,9.143401454797367,5.893889223359422,9.019372596069022,7.130519675578251,19.867198302196215,10.681904472625105,4.939024390243903,5.94208384593546,16.32138517618469,6.151419558359622,9.04964221824687,24.094979490438497,14.7187729546329,4.080717488789238,16.583026359852653,8.582175734978717,4.625267665952891,10.561909497762308,19.457449738364087,11.375302663438257,4.648192771084337,9.946686976389946,5.640636846095527
Playmaker,13.810482247806135,12.319931488325972,16.0774949688748,14.892176082694705,10.438234437214723,12.494762902304323,12.361913283982753,11.646295724308345,1.93748433976447,17.497623251392096,30.142279257916027,12.13783457551779,13.87546799786058,12.162508909479687,7.231038893363021,13.454451077082794,10.726505474452555,14.7187729546329,15.862982588947768,7.94394299287411,19.11135303265941,16.789739603575594,2.009133878385284,7.319469026548672,9.700284235103036,2.6957619301907862,10.385028439600651,14.52388524902996,8.117283950617285
Poacher,10.722263588979896,5.869565217391304,7.756861972108609,7.978827361563518,4.149833128403302,6.679623642242162,8.411552346570396,11.08349146110057,3.7514746362563898,9.417048361192077,7.305135951661632,7.67811472415053,10.086124401913876,8.505894240485013,3.1756049705689997,10.467079347214407,7.732767069585104,4.080717488789238,7.94394299287411,12.532188841201716,5.545053125431213,9.686839930204794,6.205354184613346,3.0744401855961265,3.8517840805123518,6.971929280397023,11.390231493258712,9.120929173309042,9.091823537864636
Positional Midfielder,11.071471184822814,12.841769629334397,13.149652232443348,11.114836905339459,12.690558235699518,11.601502475670138,12.757166090668834,6.860547525258352,2.5857407898224225,11.205497699200775,15.484038861901457,10.838217813665615,8.74675940562757,7.6213896092282924,8.571428571428571,10.09051094890511,11.6692367000771,16.583026359852653,19.11135303265941,5.545053125431213,11.241392501912777,13.242876526458616,2.2881846232964773,7.421017252968856,10.832111992722496,3.3107047392761677,6.930414244186047,10.327991987981973,10.021108179419524
Second Striker,0.0,11.407147142000172,14.209663996671175,12.573022645224812,6.676925568964122,12.759000734753856,14.829051574270812,14.301740406793877,1.5155012327545507,16.89747530186608,18.408172429277055,10.486398097220157,11.658759233679659,10.582375007687103,5.290681953382727,13.70242214532872,13.30510525042342,8.582175734978717,16.789739603575594,9.686839930204794,13.242876526458616,15.594827586206899,1.9526442056952125,4.349012682613582,5.683359532899169,1.957245358384496,10.594841930116473,13.412526997840171,13.494926719278466
Shot Stopper,2.0884520884520885,1.9794774614950408,2.91906122027599,2.807239885815533,5.577524985429664,1.7368525764307978,2.463180880747301,5.015919004107103,0.0,2.220909428484623,2.026134507492366,2.78226634714139,2.6573114594528824,3.466585147909514,4.493798151871851,3.3614028135526053,2.1673771595243436,4.625267665952891,2.009133878385284,6.205354184613346,2.2881846232964773,1.9526442056952125,0.0,4.878969341711297,5.698151384162604,0.0,7.95082372730421,2.366540485643062,2.258481967028639
Stopper,4.628465149233903,7.290313053750738,5.743876506261321,5.99792585395022,7.807938889646707,6.504987020084711,5.8951189677623015,2.921162985742242,5.029508196721312,3.984800925161077,8.516177017478617,5.8207378718909535,3.9934340931615457,3.1812654618642293,8.435131012816719,4.322093023255814,4.8517823639774855,10.561909497762308,7.319469026548672,3.0744401855961265,7.421017252968856,4.349012682613582,4.878969341711297,7.863784025988574,9.88292289059346,6.335000373217884,3.43981824925816,3.3092023300447826,2.9218710493046776
Sweeper,5.560967733254393,9.195367450885279,10.015921362314828,7.023727556803135,15.294843135743466,9.44139312483846,5.918905554639855,3.435249806137144,7.2730952786773475,4.810574864108054,11.706912059779976,7.919300429043985,4.722777177001045,3.6674265034192657,10.620585267406659,5.42250485018323,6.052914829346203,19.457449738364087,9.700284235103036,3.8517840805123518,10.832111992722496,5.683359532899169,5.698151384162604,9.88292289059346,14.7237017310253,9.103207578527504,3.5994566857832777,5.580593239825247,4.414879174585935
Sweeper Keeper,2.899652476107732,3.521570079614886,4.475167416193712,3.72778231099443,10.88158282932586,2.614795918367347,2.760293979082258,5.065547646871348,0.0,2.6933406412715812,3.5952726518764253,4.203783762344822,3.862435267560749,3.760184785643577,6.954983922829583,4.338879416779353,2.4391691394658754,11.375302663438257,2.6957619301907862,6.971929280397023,3.3107047392761677,1.957245358384496,0.0,6.335000373217884,9.103207578527504,0.0,7.312212570260603,2.3030877438020654,4.0104662226451
Target Man,11.626778899311624,6.4278997847754775,9.324952172724789,9.24507985106576,4.6628827307186205,7.469344794316289,8.57220398562899,12.930086138305601,4.9806903690727395,11.313478772517424,8.39392544868845,8.180713128038898,10.645626072041166,9.481438321957716,3.7506727199966883,11.564505707516691,7.399982336836527,4.648192771084337,10.385028439600651,11.390231493258712,6.930414244186047,10.594841930116473,7.95082372730421,3.43981824925816,3.5994566857832777,7.312212570260603,12.765654648956357,10.65099182182008,9.998269596816058
Wide Playmaker,12.22052067381317,9.518599562363239,11.897458070682475,13.794046172539488,5.781115085728382,10.174078607371142,11.638532657321802,11.457927723696494,1.780507242979701,12.24385026737968,11.722599325960033,9.774378135451505,9.325035063113605,9.733124018838303,4.1926513778666505,10.051751113250692,10.400387287845996,9.946686976389946,14.52388524902996,9.120929173309042,10.327991987981973,13.412526997840171,2.366540485643062,3.3092023300447826,5.580593239825247,2.3030877438020654,10.65099182182008,8.629094966023192,6.787836068875239
Wide Supporter,8.527089572556493,6.2884791222188365,13.809639727361247,8.913633044748098,5.54903445664521,7.840153963469988,9.929649965682911,9.878581835842642,2.457409568261377,8.499534016775396,10.821477742083525,7.440415745773849,7.35483870967742,7.066326530612244,3.239539557829344,8.564908722109534,8.002147179387077,5.640636846095527,8.117283950617285,9.091823537864636,10.021108179419524,13.494926719278466,2.258481967028639,2.9218710493046776,4.414879174585935,4.0104662226451,9.998269596816058,6.787836068875239,6.57243816254417
