player_id,name,minutes,most_played_position,position,passes_per_90,pass_accuracy,progressive_passes_per_90,progressive_pass_accuracy,long_passes_per_90,long_pass_accuracy,crosses_per_90,cross_accuracy,key_passes_per_90,assists_per_90,passes_received_per_90,shots_per_90,shots_on_target_per_90,shot_accuracy,goals_per_90,xg_per_90,first_time_shots_per_90,headers_per_90,shots_outside_box_per_90,dribbles_per_90,successful_dribbles_per_90,dribble_success_rate,progressive_runs_per_90,fouls_won_per_90,pressures_per_90,blocks_per_90,interceptions_per_90,dribbled_past_per_90,clearances_per_90,ball_recoveries_per_90,fouls_made_per_90,yellow_cards_per_90,red_cards_per_90,duels_per_90,duels_won_per_90,duel_success_rate,touches_per_90,average_position_x,average_position_y,shots_faced_per_90,saves_per_90,goals_conceded_per_90,smothers_per_90,collections_per_90,punches_per_90,sweeper_claims_per_90,sweeper_clears_per_90,save_percentage,smother_success_rate,collection_success_rate,punch_success_rate,sweeper_success_rate,role
26023,Juan Francisco García García,2249.52,Left Center Back,center back,30.60652939293716,64.70588235294117,15.363277499199828,50.78125,10.002133788541554,38.4,1.0402219140083218,23.07692307692308,0.1600341406166648,0.0400085351541662,18.32390910060813,0.1200256054624986,0.0,0.0,0.0,0.0057818293249226,0.0,0.0400085351541662,0.0,0.8401792382374906,0.4400938866958284,52.38095238095239,1.0402219140083218,0.720153632774992,5.721220527045769,1.1202389843166545,1.4002987303958176,1.080230449162488,2.160460898324976,2.9606316014083003,0.7601621679291583,0.0,0.2800597460791635,2.0004267577083112,0.4000853515416622,20.0,79.69700202709912,48.67515060240957,14.832479919678676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ball Playing CB
25824,Ángel Trujillo Canorea,1033.83,Right Center Back,center back,16.540437015756947,76.84210526315789,5.484460694698355,53.96825396825397,2.350483154870724,33.33333333333333,0.0,0.0,0.0,0.0,10.96892138939671,0.1741098633237573,0.0,0.0,0.0,0.0033116386872116,0.0870549316618786,0.0,0.0870549316618786,0.0870549316618786,0.0870549316618786,100.0,0.4352746583093932,0.1741098633237573,4.352746583093933,1.828153564899452,0.8705493166187865,0.1741098633237573,2.6987028815182383,1.044659179942544,0.522329589971272,0.0,0.0,1.9152084965613303,0.0,0.0,46.9226081657526,40.45064935064931,57.268089053803365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stopper
6647,Zouhair Feddal,3961.93,Left Center Back,center back,25.82832104555104,74.58223394898856,11.153654910611747,55.19348268839104,6.746711829840508,42.08754208754209,0.0,0.0,0.1135810072363721,0.0227162014472744,15.742327602961184,0.2498782159200187,0.0681486043418233,0.273,0.0227162014472744,0.0332362010939113,0.0227162014472744,0.2044458130254699,0.0227162014472744,0.2044458130254699,0.2044458130254699,100.0,0.3634592231563909,0.3634592231563909,4.770402303927631,1.0449452665746242,1.930877123018327,0.3634592231563909,4.520524088007613,2.3624849505165413,0.9086480578909776,0.0,0.2271620144727443,1.8400123172292293,0.2044458130254699,11.11111111111111,69.23898201129248,37.75157480314968,27.48812335958009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stopper
6837,Mauro Javier Dos Santos,4222.12,Right Center Back,center back,20.911295747160192,67.07441386340469,8.84626680435421,44.81927710843374,5.712769888113081,33.582089552238806,0.1065815277633037,20.0,0.0426326111053214,0.0213163055526607,10.466306026356428,0.2344793610792682,0.1065815277633037,0.455,0.0,0.0148574299688308,0.1278978333159645,0.1065815277633037,0.0,0.2344793610792682,0.1065815277633037,45.45454545454545,0.1918467499739467,0.3623771943952327,5.861984026981705,0.8739685276590906,1.2150294165016626,0.5755402499218402,3.474557805083702,2.494007749661308,0.767386999895787,0.0,0.1278978333159645,2.3021609996873607,0.3410608888425719,14.814814814814811,54.1434161037583,42.5832677165353,53.09539370078742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stopper
27239,Aleksandar Pantić,2652.37,Left Center Back,center back,17.98391627110848,63.77358490566037,7.329294178414022,40.74074074074074,4.071830099118902,31.666666666666664,0.0,0.0,0.0339319174926575,0.0,8.415115538179062,0.3393191749265751,0.0339319174926575,0.1,0.0,0.0287808445164136,0.067863834985315,0.2714553399412601,0.0,0.1017957524779725,0.067863834985315,66.66666666666666,0.13572766997063,0.0339319174926575,4.275421604074847,0.8482979373164378,1.526936287169588,0.5089787623898627,3.800374759177641,2.3413023069933683,0.9161617723017528,0.0,0.203591504955945,2.3752342244860256,0.067863834985315,2.857142857142857,46.96177380983799,40.40606936416184,36.92796242774565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stopper
27522,Antolín Alcáraz Viveros,848.6,Right Center Back,center back,27.78694320056564,71.7557251908397,9.545133160499647,47.77777777777778,5.727079896299788,33.33333333333333,0.3181711053499882,33.33333333333333,0.2121140702333254,0.0,17.71152486448268,0.2121140702333254,0.1060570351166627,0.5,0.1060570351166627,0.0393918938251237,0.0,0.2121140702333254,0.0,0.2121140702333254,0.2121140702333254,100.0,0.2121140702333254,0.3181711053499882,5.9391939665331135,1.2726844213999529,1.696912561866604,0.8484562809333019,2.863539948149894,1.8029695969832664,0.8484562809333019,0.0,0.2121140702333254,3.4998821588498705,0.8484562809333019,24.24242424242424,74.23992458166391,43.52957142857145,58.82599999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Enforcer
8440,Aythami Artiles Oliva,4264.17,Right Center Back,center back,34.10745819233286,83.16831683168317,10.405307480705506,63.48884381338742,4.727766482105545,42.410714285714285,0.0211061003665426,100.0,0.0844244014661704,0.0211061003665426,25.53838144351656,0.1899549032988834,0.0422122007330852,0.222,0.0,0.0274977033326532,0.0,0.1688488029323408,0.0,0.1266366021992556,0.0633183010996278,50.0,0.3165915054981391,0.3588037062312244,4.917721385404429,1.0975172190602158,1.034198917960588,0.4221220073308522,4.242326173675065,1.94176123372192,0.6753952117293636,0.0422122007330852,0.2532732043985113,2.553838144351656,0.1899549032988834,7.43801652892562,94.13320763478004,39.74269058295978,46.40031390134531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sweeper
7907,Pedro Bigas Rigo,3692.3,Left Center Back,center back,31.29756520326084,83.64485981308411,6.971264523467757,54.89510489510489,3.339381957045744,25.547445255474454,0.0975002031254231,50.0,0.1218752539067789,0.0,24.082550171979523,0.3656257617203369,0.1218752539067789,0.333,0.0731251523440673,0.0262702944641551,0.0487501015627115,0.2681255585949137,0.0,0.5118760664084717,0.3900008125016927,76.19047619047619,1.096877285161011,0.6825014218779623,5.923137339869458,1.2431275898491454,1.779378707038973,0.2925006093762695,3.997508328142352,1.876878910164396,0.6093762695338949,0.0,0.1218752539067789,2.242504671884733,0.2681255585949137,11.956521739130435,91.13831487148931,39.407782829633454,23.879459748595742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Enforcer
7948,Marco Andreolli,817.58,Right Center Back,center back,22.676679957924605,83.98058252427184,5.834291445485456,54.71698113207547,2.752024266738423,28.000000000000004,0.0,0.0,0.2201619413390738,0.0,13.319797451013969,0.3302429120086108,0.0,0.0,0.0,0.036792401355219,0.1100809706695369,0.2201619413390738,0.0,0.0,0.0,0.0,0.2201619413390738,0.4403238826781476,4.513319797451014,1.5411335893735167,0.7705667946867584,0.1100809706695369,1.9814574720516644,1.8713765013821275,0.5504048533476845,0.0,0.2201619413390738,1.320971648034443,0.1100809706695369,8.333333333333332,57.79250960150688,36.8765714285714,51.06285714285713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Enforcer
10476,Timothée Kolodziejczak,3863.18,Left Center Back,center back,29.400649206094464,81.8541996830428,9.225560289709517,60.60606060606061,4.309920842414798,44.32432432432433,0.1863749553476669,50.0,0.0931874776738334,0.0,21.85246351451395,0.1630780859292085,0.0465937388369167,0.286,0.0,0.0224842575132403,0.0465937388369167,0.0931874776738334,0.0,0.1863749553476669,0.1164843470922918,62.5,1.0250622544121684,0.2329686941845836,4.612780144854757,0.6523123437168343,1.071655993249085,0.3028593024399588,2.073421378242795,2.2830932030089204,0.7454998213906678,0.0,0.1397812165107502,1.7472652063843777,0.1630780859292085,9.333333333333334,80.37419949368137,38.74843478260871,22.99043478260881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stopper
