player_id,name,minutes,most_played_position,position,passes_per_90,pass_accuracy,progressive_passes_per_90,progressive_pass_accuracy,long_passes_per_90,long_pass_accuracy,crosses_per_90,cross_accuracy,key_passes_per_90,assists_per_90,passes_received_per_90,shots_per_90,shots_on_target_per_90,shot_accuracy,goals_per_90,xg_per_90,first_time_shots_per_90,headers_per_90,shots_outside_box_per_90,dribbles_per_90,successful_dribbles_per_90,dribble_success_rate,progressive_runs_per_90,fouls_won_per_90,pressures_per_90,blocks_per_90,interceptions_per_90,dribbled_past_per_90,clearances_per_90,ball_recoveries_per_90,fouls_made_per_90,yellow_cards_per_90,red_cards_per_90,duels_per_90,duels_won_per_90,duel_success_rate,touches_per_90,average_position_x,average_position_y,shots_faced_per_90,saves_per_90,goals_conceded_per_90,smothers_per_90,collections_per_90,punches_per_90,sweeper_claims_per_90,sweeper_clears_per_90,save_percentage,smother_success_rate,collection_success_rate,punch_success_rate,sweeper_success_rate
3671,José Leonardo Ulloa,2274.2,Right Center Forward,striker,15.671444903702401,70.70707070707071,2.8097792630375515,46.478873239436616,0.514466625626594,30.76923076923077,0.2770204907220121,28.57142857142857,0.35616920235687277,0.03957435581743031,26.87098760003518,1.3059537419752003,0.39574355817430307,0.303,0.23744613490458186,0.2542243916322223,0.15829742326972124,0.633189693078885,0.0,1.187230674522909,0.6727640488963152,56.666666666666664,0.7123384047137455,0.7519127605311758,10.051886377627298,1.187230674522909,0.07914871163486062,0.7914871163486061,0.8706358279834667,2.6119074839504,0.8310614721660364,0.0,0.0,5.738281593527394,0.2770204907220121,4.827586206896552,71.78788145281858,78.58423373759646,43.24228224917314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3346,Joshua King,2650.37,Center Forward,striker,15.518587970736162,73.96061269146608,2.3770266038326726,54.285714285714285,0.3735327520308485,36.36363636363637,0.7810230269735924,34.78260869565217,0.7131079811498018,0.06791504582379064,37.964510615498966,1.901621283066138,0.7131079811498018,0.375,0.20374513747137196,0.19818595071631517,0.4754053207665345,0.27166018329516256,0.0,3.497624859925218,1.9355788059780334,55.33980582524271,3.6674124744846948,1.0526832102687549,20.136811086753927,0.950810641533069,0.3395752291189532,0.4754053207665345,0.6451929353260111,3.5315823828371133,1.2224708248282317,0.0,0.03395752291189532,3.6334549515727996,0.4754053207665345,13.084112149532709,95.38668185951396,80.98974724101105,43.15332858668568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3304,Harry Arter,2115.97,Left Center Midfield,midfielder,44.32009905622481,85.22072936660268,13.99358213963336,72.64437689969606,4.125767378554516,61.855670103092784,0.2552021058899701,66.66666666666666,1.0208084235598804,0.0,43.25675694834993,1.5312126353398205,0.29773579020496516,0.194,0.04253368431499502,0.04376571320292821,0.4253368431499502,0.0,0.0,1.6162800039698106,0.8932073706148954,55.26315789473685,3.1900263236246262,1.0208084235598804,19.90576425941767,1.3610778980798406,0.7230726333549153,1.4886789510248257,0.5954715804099302,5.274176855059382,1.1058757921898705,0.0,0.2126684215749751,3.104958954994636,0.8506736862999004,27.397260273972602,143.5511845631082,65.28482962962974,33.35297777777792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3307,Marc Albrighton,3666.65,Left Midfield,midfielder,29.798317265078474,55.271828665568364,12.10096409529134,39.75659229208925,8.885494934067882,27.071823204419886,3.4854703885017657,22.535211267605636,1.350006136391529,0.1718189628134673,30.26468302128646,1.0309137768808039,0.2945467933945154,0.286,0.04909113223241923,0.05799299807726397,0.2454556611620962,0.0,0.0,2.4545566116209616,1.4972795330887867,61.0,3.0436501984099924,0.7854581157187077,14.972795330887866,1.8900085909481406,0.5645480206728212,1.472733966972577,0.7854581157187077,4.344565202569102,0.6627302851376596,0.0,0.09818226446483846,2.6509211405506385,0.4909113223241923,18.51851851851852,101.86409938226991,72.10660240963857,24.54315662650604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3270,Danny Simpson,4100.93,Right Back,full back,26.40132847914985,70.65669160432253,8.844335309307889,48.883374689826304,3.5772373583552994,27.607361963190186,0.4169785877837466,15.789473684210526,0.1316774487738147,0.0,13.05801367006996,0.15362369023611716,0.0438924829246049,0.286,0.0,0.018227745650376864,0.0877849658492098,0.0,0.0,0.3730861048591417,0.21946241462302452,58.82352941176471,0.3730861048591417,0.28530113900993187,7.5275608215697405,1.9312692486826157,1.3387207292004495,0.7461722097182834,3.2699899778830654,2.677441458400899,0.7022797267936784,0.02194624146230245,0.10973120731151226,2.567710251089387,0.1755699316984196,6.837606837606838,65.55342324789743,55.58235687981256,67.97248074991644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3815,Kasper Schmeichel,5478.03,Goalkeeper,goalkeeper,20.043701841720473,39.09836065573771,17.34930257775149,30.87121212121212,17.08643435687647,29.326923076923077,0.0,0.0,0.09857558282813347,0.0,6.785285951336521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016429263804688912,0.016429263804688912,100.0,0.016429263804688912,0.016429263804688912,0.09857558282813347,0.016429263804688912,0.0,0.04928779141406674,0.1314341104375113,3.4994331903987383,0.0,0.0,0.0,0.0,0.0,0.0,48.38418190480885,10.752088285229188,41.452156196944,8.4446415956101,1.6757849080782692,0.5914534969688009,0.016429263804688912,0.6735998159922454,0.44359012272660064,0.2464389570703337,0.04928779141406674,19.844357976653697,100.0,97.5609756097561,92.5925925925926,100.0
3813,Wes Morgan,5478.03,Right Center Back,center back,13.948444970180887,76.32508833922262,4.2058915340003615,49.21875,2.2015213498283144,32.83582089552239,0.016429263804688912,0.0,0.04928779141406674,0.0,8.559646442242924,0.34501453989846714,0.09857558282813349,0.286,0.032858527609377824,0.04843787845630637,0.08214631902344456,0.23000969326564477,0.0,0.18072190185157805,0.14786337424220022,81.81818181818183,0.32858527609377824,0.2628682208750226,4.485189018680074,1.4293459510079354,0.75574613501569,0.11500484663282239,4.008740368344094,1.5772093252501356,0.5257364417500452,0.0,0.04928779141406674,2.037228711781425,0.23000969326564477,11.29032258064516,41.69747153630046,42.86907013396377,46.11962174940896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40123,Robert Huth,5051.63,Left Center Back,center back,14.145929135744304,77.07808564231739,4.0798712494778915,46.724890829694324,1.9597634822819565,34.54545454545455,0.017816031657108693,100.0,0.017816031657108693,0.0,7.625261549242522,0.5344809497132609,0.12471222159976086,0.233,0.053448094971326084,0.04631832295318541,0.08908015828554348,0.40976872811349996,0.0,0.07126412662843477,0.07126412662843477,100.0,0.12471222159976086,0.3206885698279565,4.489639977591391,1.1402260260549564,0.8195374562269999,0.19597634822819565,5.558601877017913,1.4787306275400216,0.641377139655913,0.0,0.10689618994265217,2.1913718938243694,0.16034428491397826,7.317073170731707,41.06595296963554,41.71848156182221,35.541084598698355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3812,Christian Fuchs,4377.37,Left Back,full back,34.23288412905466,67.74774774774774,14.762288771568317,55.84958217270195,9.005407356472038,35.15981735159817,1.809305587601688,14.772727272727273,0.884092503032643,0.08224116307280399,17.866892677566668,0.39064552459581897,0.16448232614560798,0.421,0.0,0.02056968760237312,0.14392203537740697,0.041120581536401996,0.0,0.349524943059417,0.226163198450211,64.70588235294117,0.7812910491916379,0.246723489218412,10.218464511795897,2.3644334383431147,1.500901226078673,1.3569791907012658,3.1251641967665518,2.6317172183297277,0.7812910491916379,0.0,0.061680872304603,2.960681870620944,0.637369013814231,21.52777777777778,82.2617233635722,55.74448887778052,12.866408397900429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3961,N''Golo Kanté,4917.8,Left Defensive Midfield,midfielder,27.012078571719062,81.43631436314364,6.405303184350726,65.14285714285715,1.8300866241002074,52.0,0.36601732482004146,50.0,0.43922078978404977,0.05490259872300622,19.380617349221197,0.38431819106104353,0.09150433120501036,0.238,0.018300866241002075,0.014016695320061815,0.09150433120501036,0.0,0.0,1.1529545731831305,0.8784415795680995,76.19047619047619,1.8300866241002074,0.5490259872300622,16.58058481434788,2.0862987514742364,2.0130952865102283,1.0797511082191225,1.4091667005571598,5.490259872300622,0.988246777014112,0.0,0.05490259872300622,4.50201309528651,0.6039285859530684,13.414634146341465,86.78270771483183,59.65111767186837,37.51311682834255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
